nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.04043,0.04007,0.03575,0.01576,0.00581,0.01730,0.02326,0.02294,0.02431
0.01380,0.01404,0.01274,0.00599,0.00118,0.00221,0.00237,0.00242,0.00233
0.00809,0.00793,0.00692,0.00299,0.00033,0.00021,0.00019,0.00008,0.00013
0.00446,0.00449,0.00401,0.00145,0.00004,0.00002,0.00001,0.00000,0.00000
0.00188,0.00172,0.00166,0.00044,0.00001,0.00000,0.00000,0.00000,0.00000
