nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.04967,0.04954,0.04283,0.01119,0.00009,0.00003,0.00007,0.00003,0.00004
0.00488,0.00449,0.00386,0.00081,0.00000,0.00000,0.00000,0.00000,0.00000
0.00020,0.00033,0.00028,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000
0.00002,0.00001,0.00003,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
