nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.50108,0.50942,0.57102,0.85623,0.96339,0.85584,0.80333,0.79928,0.79790
0.50522,0.51076,0.56986,0.85898,0.96270,0.85055,0.79800,0.78901,0.78993
0.50447,0.51196,0.57178,0.85872,0.96166,0.84287,0.78649,0.77760,0.77993
0.51012,0.51608,0.57690,0.85640,0.95970,0.83648,0.77779,0.77125,0.76830
0.50951,0.51691,0.57595,0.86056,0.96015,0.83365,0.77268,0.76414,0.76624
