nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.54151,0.54949,0.60677,0.87199,0.96920,0.87314,0.82659,0.82222,0.82221
0.51902,0.52480,0.58260,0.86497,0.96388,0.85276,0.80037,0.79143,0.79226
0.51256,0.51989,0.57870,0.86171,0.96199,0.84308,0.78668,0.77768,0.78006
0.51458,0.52057,0.58091,0.85785,0.95974,0.83650,0.77780,0.77125,0.76830
0.51139,0.51863,0.57761,0.86100,0.96016,0.83365,0.77268,0.76414,0.76624
