nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.02001,0.02118,0.02210,0.02214,0.00145,0.00000,0.00000,0.00000,0.00000
