nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.50123,0.50534,0.55671,0.78404,0.68526,0.14316,0.06461,0.05918,0.05903
0.50110,0.50669,0.55558,0.78288,0.68585,0.14550,0.06627,0.06004,0.06181
0.50068,0.50823,0.55863,0.78187,0.67918,0.13970,0.06501,0.05985,0.05869
0.49968,0.50388,0.55656,0.78119,0.67621,0.13466,0.06045,0.05461,0.05474
0.50114,0.50893,0.55545,0.78140,0.67377,0.12999,0.05902,0.05162,0.05220
