nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.09402,0.09405,0.08002,0.02411,0.00320,0.01042,0.01372,0.01410,0.01338
0.01117,0.01080,0.01021,0.00314,0.00048,0.00160,0.00190,0.00230,0.00215
0.00109,0.00085,0.00083,0.00025,0.00009,0.00014,0.00015,0.00021,0.00021
0.00009,0.00009,0.00008,0.00003,0.00001,0.00000,0.00001,0.00000,0.00001
0.00001,0.00005,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000
