nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.01661,0.01772,0.01801,0.01977,0.06159,0.16161,0.16887,0.17190,0.17348
0.00304,0.00297,0.00403,0.00769,0.02151,0.05124,0.05349,0.05287,0.05275
0.00103,0.00147,0.00199,0.00382,0.00762,0.01496,0.01518,0.01524,0.01511
0.00071,0.00097,0.00118,0.00226,0.00300,0.00479,0.00427,0.00433,0.00455
0.00055,0.00056,0.00085,0.00134,0.00115,0.00122,0.00111,0.00125,0.00119
