trial, S1, S2, R, T, xi
1,0,35,32,64,1 
2,0,32,42,62,1 
3,0,29,55,93,-1 
4,44,0,27,55,1 
5,0,22,34,54,-1 
6,6,0,66,103,1 
7,30,0,40,62,-1 
8,0,25,38,90,1 
9,21,0,64,80,1 
10,0,56,22,50,1 
11,0,28,26,58,1 
12,27,0,34,58,1 
13,0,27,28,58,1 
14,0,56,28,70,1 
15,44,0,36,78,-1 
16,23,0,57,80,1 
17,0,0,138,131,1 
18,29,0,43,77,-1 
19,0,30,51,79,-1 
20,0,7,81,83,1 
21,0,64,27,46,1 
22,27,0,28,87,-1 
23,0,15,43,82,1 
24,0,49,37,52,-1 
25,0,0,137,118,1 
26,0,51,32,84,1 
27,51,0,32,64,1 
28,0,5,86,98,-1 
29,0,37,28,76,1 
30,39,0,32,48,1 
31,0,42,21,59,1 
32,0,32,34,71,1 
33,0,25,25,63,-1 
34,0,34,47,81,1 
35,31,0,38,68,-1 
36,0,35,34,73,1 
37,0,25,51,85,-1 
38,22,0,42,73,1 
39,34,0,57,78,1 
40,0,35,36,78,-1 
41,0,30,27,48,1 
42,53,0,24,48,1 
43,13,0,85,86,-1 
44,0,47,18,55,1 
45,22,0,42,82,-1 
46,0,13,65,101,-1 
47,44,0,33,57,-1 
48,0,28,62,83,1 
49,0,0,136,149,-1 
50,0,23,56,86,-1 
51,29,0,34,59,1 
52,0,53,29,65,-1 
53,30,0,39,53,1 
54,0,8,61,98,-1 
55,0,5,65,89,-1 
56,38,0,29,62,-1 
57,0,23,47,92,1 
58,0,65,22,47,1 
59,42,0,42,56,-1 
60,0,24,53,88,1 
61,0,54,31,58,1 
62,19,0,48,77,-1 
63,0,53,35,53,-1 
64,0,54,22,41,-1 
65,0,40,21,51,1 
66,13,0,55,107,1 
67,23,0,25,79,1 
68,37,0,49,55,-1 
69,0,34,56,69,1 
70,7,27,20,50,-1 
71,28,0,27,74,-1 
72,45,0,25,53,1 
73,27,0,52,86,1 
74,23,0,55,101,1 
75,0,7,99,103,1 
76,16,0,67,105,-1 
77,48,0,25,55,1 
78,34,0,33,74,-1 
79,22,0,58,77,1 
80,10,0,41,93,-1 
81,0,25,32,68,-1 
82,0,44,47,64,1 
83,38,0,42,93,1 
84,49,0,32,77,1 
85,0,22,51,68,-1 
86,52,0,28,54,-1 
87,31,0,20,64,1 
88,0,26,42,84,-1 
89,32,0,34,57,-1 
90,37,0,26,58,-1 
91,0,30,40,86,-1 
92,0,0,129,101,1 
93,0,48,27,45,-1 
94,0,27,45,68,-1 
95,0,0,119,104,-1 
96,51,0,25,49,-1 
97,43,0,43,55,1 
98,40,0,22,77,1 
99,0,19,47,94,-1 
100,31,0,36,66,-1 
101,58,0,32,51,1 
102,0,19,52,71,1 
103,0,23,40,59,-1 
104,29,0,43,61,-1 
105,32,0,44,74,-1 
106,43,0,40,64,-1 
107,0,40,43,74,-1 
108,0,50,40,58,1 
109,44,0,25,61,-1 
110,28,0,50,78,1 
111,40,0,30,77,-1 
112,0,57,38,45,-1 
113,0,34,37,81,1 
114,25,0,35,79,1 
115,0,32,56,79,-1 
116,0,35,41,81,-1 
117,0,37,40,72,1 
118,45,0,38,67,-1 
119,0,27,35,65,-1 
120,0,9,57,101,1 
121,0,0,102,113,1 
122,0,52,34,59,-1 
123,0,10,71,89,-1 
124,60,0,13,46,1 
125,0,15,34,82,-1 
126,0,31,26,61,-1 
127,0,50,29,58,-1 
128,33,0,30,76,1 
129,20,0,51,90,1 
130,45,0,23,61,1 
131,52,0,47,68,-1 
132,0,0,93,120,-1 
133,1,32,33,59,1 
134,45,0,39,84,-1 
135,0,41,40,87,1 
136,52,0,24,50,-1 
137,0,0,120,125,-1 
138,35,0,34,87,-1 
139,0,6,62,110,-1 
140,0,27,29,62,1 
141,0,0,139,132,1 
142,0,56,27,44,-1 
143,0,38,28,65,-1 
144,27,0,43,86,-1 
145,0,19,39,63,-1 
146,0,0,127,118,1 
147,18,0,64,88,-1 
