trial, S1, S2, R, T, xi
1,0,35,41,64,1 
2,37,0,35,82,-1 
3,29,0,29,72,-1 
4,49,0,32,64,-1 
5,46,0,22,63,-1 
6,0,31,37,85,1 
7,40,0,42,69,-1 
8,19,0,69,85,1 
9,0,0,124,114,-1 
10,31,0,47,82,1 
11,47,0,39,52,-1 
12,38,0,37,61,-1 
13,0,36,29,85,-1 
14,0,13,48,74,1 
15,34,0,32,60,-1 
16,0,34,50,77,1 
17,38,0,40,58,1 
18,41,0,32,88,-1 
19,33,0,41,85,-1 
20,0,21,39,72,-1 
21,0,26,27,76,1 
22,27,0,46,86,-1 
23,0,32,35,74,1 
24,61,0,27,39,-1 
25,0,37,38,55,-1 
26,0,65,27,56,1 
27,39,0,14,63,-1 
28,37,0,39,70,-1 
29,0,32,42,64,1 
30,38,0,27,69,-1 
31,0,21,54,53,1 
32,0,58,19,42,1 
33,34,0,39,66,1 
34,0,10,71,71,-1 
35,32,0,37,98,1 
36,37,0,37,56,1 
37,0,37,38,64,1 
38,33,0,32,63,1 
39,39,0,30,78,1 
40,23,0,31,92,-1 
41,26,0,30,71,1 
42,0,0,117,120,1 
43,0,36,39,64,-1 
44,0,43,32,63,-1 
45,22,0,37,89,1 
46,41,0,59,83,1 
47,0,16,48,99,1 
48,11,0,50,96,1 
49,0,17,39,86,-1 
50,38,0,36,61,1 
51,59,0,25,55,-1 
52,0,34,27,69,-1 
53,44,0,35,66,-1 
54,0,20,42,83,-1 
55,0,20,70,96,-1 
56,0,42,50,66,1 
57,0,46,28,65,-1 
58,27,0,69,86,1 
59,45,0,42,71,-1 
60,0,19,38,84,1 
61,0,20,54,91,-1 
62,0,39,20,52,-1 
63,0,56,22,58,-1 
64,0,17,33,72,-1 
65,0,32,42,84,1 
66,40,0,37,61,1 
67,33,0,44,78,-1 
68,0,41,19,49,-1 
69,0,27,34,65,-1 
70,0,37,57,79,-1 
71,0,22,38,79,-1 
72,0,2,84,112,1 
73,17,0,38,82,1 
74,0,0,109,128,1 
75,0,32,31,79,1 
76,29,0,44,89,-1 
77,44,0,39,82,1 
78,27,0,30,87,-1 
79,45,0,29,63,-1 
80,35,0,56,94,1 
81,0,0,129,123,1 
82,25,0,59,72,-1 
83,22,0,40,73,-1 
84,20,0,35,79,-1 
85,29,0,28,66,-1 
86,9,0,65,72,1 
87,17,0,52,97,1 
88,0,38,40,64,1 
89,34,0,36,67,-1 
90,0,43,37,44,-1 
91,23,8,43,77,-1 
92,23,0,46,79,1 
93,0,18,55,71,-1 
94,0,41,35,80,-1 
95,0,0,132,140,-1 
96,38,0,36,73,-1 
97,30,0,30,84,-1 
98,25,0,44,78,-1 
99,10,0,44,87,1 
100,32,0,26,78,-1 
101,0,23,54,91,1 
102,0,51,18,68,-1 
103,49,0,18,44,1 
104,0,0,119,119,-1 
105,0,29,35,76,-1 
106,28,0,38,54,-1 
107,0,46,48,94,-1 
108,0,36,18,56,-1 
109,44,0,50,70,1 
110,0,51,31,69,-1 
111,0,17,67,88,-1 
112,21,0,41,91,1 
113,0,29,44,80,-1 
114,29,0,28,85,1 
115,0,34,28,57,-1 
116,0,38,43,64,-1 
117,0,18,61,97,-1 
118,15,0,46,102,-1 
119,0,39,38,70,-1 
