trial, S1, S2, R, T, xi
1,0,0,55,129,-1 
2,0,0,36,124,-1 
3,0,0,56,117,-1 
4,0,0,39,118,-1 
5,0,0,39,130,-1 
6,78,0,31,36,1 
7,0,0,54,121,-1 
8,0,66,26,39,1 
9,0,0,58,135,-1 
10,45,36,34,46,1 
11,0,0,52,142,-1 
12,0,95,23,32,1 
13,0,0,44,122,-1 
14,0,0,50,121,-1 
15,0,0,49,119,-1 
16,0,0,198,128,1 
17,0,0,45,116,-1 
18,0,93,17,23,1 
19,89,8,35,45,1 
20,0,0,203,130,1 
21,0,83,32,36,1 
22,119,0,13,18,1 
23,0,0,53,112,-1 
24,21,87,17,30,1 
25,0,0,57,103,-1 
26,63,13,29,45,1 
27,12,72,29,32,1 
28,0,84,31,41,1 
29,125,0,23,29,1 
30,0,0,62,134,-1 
31,70,57,28,23,1 
32,41,0,39,42,1 
33,0,0,47,127,-1 
34,57,3,29,36,1 
35,0,98,19,30,1 
36,0,0,41,135,-1 
37,0,0,40,130,-1 
38,0,0,45,104,-1 
39,0,0,55,124,-1 
40,5,98,23,15,1 
41,0,0,57,133,-1 
42,0,0,55,119,-1 
43,0,81,26,34,1 
44,0,0,58,130,-1 
45,40,37,35,42,1 
46,84,0,32,40,1 
47,0,105,19,25,1 
48,0,0,54,135,-1 
49,0,0,47,119,-1 
50,0,0,54,138,-1 
51,0,0,62,134,-1 
52,0,0,204,124,1 
53,77,31,18,26,1 
54,0,0,189,121,1 
55,0,0,49,105,-1 
56,0,0,44,119,-1 
57,41,32,19,39,1 
58,0,114,21,21,1 
59,0,0,47,126,-1 
60,0,0,43,129,-1 
61,0,0,60,122,-1 
62,96,0,21,22,1 
63,63,0,38,62,1 
64,0,0,67,124,-1 
65,4,79,22,35,1 
66,70,24,29,29,1 
67,0,0,60,116,-1 
68,25,43,24,36,1 
69,0,66,36,56,1 
70,24,56,25,38,1 
71,57,16,34,44,1 
72,0,0,55,130,-1 
73,0,0,53,118,-1 
74,0,0,189,117,1 
