nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.03332,0.03275,0.02779,0.00853,0.00032,0.00036,0.00026,0.00028,0.00036
0.00275,0.00285,0.00245,0.00073,0.00001,0.00002,0.00003,0.00006,0.00002
0.00012,0.00013,0.00005,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000
