nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.10561,0.10638,0.10680,0.11482,0.09572,0.07367,0.06821,0.06786,0.06904
0.03459,0.03520,0.03517,0.03480,0.02232,0.01249,0.01166,0.01143,0.01108
0.01135,0.01146,0.01158,0.01135,0.00703,0.00279,0.00249,0.00230,0.00258
