nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.53700,0.53768,0.58622,0.80663,0.87137,0.82843,0.82513,0.82128,0.82087
0.51362,0.51694,0.57079,0.79155,0.85220,0.79946,0.79409,0.78897,0.79305
0.50882,0.51402,0.56422,0.78391,0.84018,0.78261,0.77529,0.77635,0.77575
0.50476,0.51174,0.56504,0.78166,0.83422,0.77728,0.76937,0.76787,0.76823
0.50689,0.51009,0.55980,0.77850,0.83095,0.77204,0.76393,0.76345,0.76351
