nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.50170,0.51261,0.55758,0.77745,0.64216,0.17768,0.13304,0.13182,0.13065
0.49809,0.50588,0.55464,0.76326,0.58490,0.07544,0.03497,0.03304,0.03432
0.49996,0.50649,0.55202,0.75854,0.56270,0.04480,0.01287,0.01073,0.01052
0.49944,0.50236,0.55383,0.75737,0.55286,0.03560,0.00660,0.00523,0.00502
0.49743,0.50701,0.55061,0.75205,0.54830,0.03154,0.00480,0.00356,0.00320
