nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.30959,0.30104,0.26190,0.07908,0.01934,0.13389,0.17142,0.17659,0.17768
0.08941,0.08851,0.07286,0.02166,0.00343,0.01573,0.01894,0.01942,0.01905
0.01713,0.01635,0.01421,0.00403,0.00037,0.00103,0.00117,0.00151,0.00148
