nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.00496,0.00452,0.00543,0.00972,0.04460,0.07383,0.05044,0.04926,0.04951
0.00299,0.00304,0.00358,0.00505,0.01610,0.02689,0.02003,0.01922,0.01969
0.00284,0.00286,0.00310,0.00323,0.00700,0.01535,0.01393,0.01331,0.01335
