-2.504100000000000215e-01,-2.577000000000000124e-02,-2.799999999999999972e-03
-9.304999999999996607e-02,-6.875000000000000555e-02,-9.200000000000001579e-03
-3.709999999999991083e-03,-1.300900000000000112e-01,-1.819999999999999743e-02
-4.000000000004000356e-05,-1.834199999999999997e-01,-3.239000000000000212e-02
0.000000000000000000e+00,-1.681500000000000217e-01,-4.635999999999999843e-02
0.000000000000000000e+00,-6.471000000000004526e-02,-6.358999999999999375e-02
0.000000000000000000e+00,-7.830000000000003624e-03,-6.765000000000001568e-02
0.000000000000000000e+00,-1.200000000000089884e-04,-5.279999999999998583e-02
0.000000000000000000e+00,-4.000000000004000356e-05,-4.560000000000008491e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.546000000000004704e-02
