nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.09446,0.09246,0.08408,0.04589,0.03895,0.05594,0.05926,0.06042,0.06131
0.01135,0.01137,0.01024,0.00602,0.00553,0.00733,0.00718,0.00790,0.00815
0.00089,0.00093,0.00086,0.00059,0.00047,0.00053,0.00057,0.00058,0.00056
