nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.04714,0.04646,0.03900,0.01040,0.00005,0.00000,0.00000,0.00000,0.00000
